entrez,n_g4,bucket,symbol,baseMean
100316699,0,0,Mir1948,NA
100316700,4,4+,Mir1949,NA
100316701,0,0,Mir669m-1,NA
100316702,0,0,Mir669o,NA
100316703,0,0,Mir1951,NA
100316704,0,0,Mir1953,NA
100316705,0,0,Mir669n,NA
100316706,1,1,Mir1956,NA
100316708,2,2,Mir1958,NA
100316709,0,0,Mir1960,NA
100316710,15,4+,Mir1963,NA
100316711,2,2,Mir1964,NA
100316712,0,0,Mir1966,NA
100316713,14,4+,Mir1968,NA
100316714,0,0,Mir1946b,NA
100316715,0,0,Mir1971,NA
100316716,12,4+,Mir1983,NA
100316717,0,0,Mir1839,NA
100316725,0,0,Mir2136,NA
100316727,0,0,Mir2139,NA
100316735,0,0,Mir432,NA
100316736,0,0,Mir599,NA
100316737,0,0,Mir664,NA
100316739,0,0,Mir1224,NA
100316749,0,0,Mir467f,NA
100316751,0,0,Mir1197,NA
100316752,6,4+,Mir1896,NA
100316753,2,2,Mir1933,NA
100316756,2,2,Mir1955,NA
100316769,0,0,Mir466l,NA
100316770,0,0,Mir669j,NA
100316772,0,0,Mir1899,NA
100316773,33,4+,Mir1893,NA
100316774,11,4+,Mir1942,NA
100316775,5,4+,Mir1950,NA
100316776,7,4+,Mir1954,NA
100316777,0,0,Mir1969,NA
100316778,14,4+,Mir1982,NA
100316779,0,0,Mir2137,NA
100316783,0,0,Mir1b,NA
100316784,0,0,Mir1927,NA
100316802,0,0,Mir669g,NA
100316803,0,0,Mir1187,NA
100316804,0,0,Mir466f-4,NA
100316805,0,0,Mir1190,NA
100316806,0,0,Mir669e,NA
100316807,0,0,Mir1198,NA
100316808,0,0,Mir1905,NA
100316810,0,0,Mir1894,NA
100316811,0,0,Mir1930,NA
100316812,9,4+,Mir1936,NA
100316814,5,4+,Mir1306,NA
100316815,0,0,Mir669l,NA
100316816,0,0,Mir1952,NA
100316818,0,0,Mir1962,NA
100316819,0,0,Mir1967,NA
100316820,0,0,Mir1970,NA
100316821,4,4+,Mir1981,NA
100316827,0,0,Mir767,NA
100316831,0,0,Mir669h,NA
100316832,0,0,Mir1895,NA
100316833,0,0,Mir1945,NA
100316834,0,0,Mir669m-2,NA
100316839,11,4+,Mir1191,NA
100316840,0,0,Mir1934,NA
100316841,0,0,Mir1961,NA
100316903,30,4+,Gm20605,NA
100316932,4,4+,Snora28,NA
100317,6,4+,AU040320,107.00157720686786
100322896,0,0,Dthd1,NA
100328588,26,4+,Il4i1b,NA
100336,1,1,Ppp1r8,426.0673744451694
100340,2,2,Smpdl3b,115.32226654089068
100342,26,4+,Tent5b,116.21100213605048
100359413,0,0,AA413626,NA
100379145,0,0,Snora23,NA
100379610,0,0,Gm11651,NA
100380944,0,0,Ino80dos,1.897118671878062
100382,0,0,AW011738,1.250932198420794
100383,1,1,Bsdc1,37.25674920825483
100384868,0,0,Pcdha4b,NA
100384890,0,0,D230030E09Rik,NA
100415784,0,0,Gm17830,NA
100415785,0,0,Krtap9-20,NA
100415787,8,4+,Tomm6os,NA
100415901,2,2,Gm13648,9.6849154394196
100415912,0,0,Gm11665,NA
100415914,1,1,Gm12505,NA
100415915,30,4+,Parail,NA
100415916,0,0,Gm15997,NA
100416706,0,0,Zfp729b,111.28406514731842
100416830,0,0,Zfp572,NA
100417125,0,0,Gm18409,NA
100417434,0,0,AA543401,NA
100417514,0,0,Adh6b,NA
100417675,0,0,Nlrp5-ps,NA
100417829,0,0,Gvin-ps2,NA
100417973,0,0,Pou5f1-rs6,NA
100418302,5,4+,4930555K19Rik,NA
100434,30,4+,Slc44a1,413.1271619126196
100463512,0,0,Mtrnr2l7,NA
100465,7,4+,Mob3c,10.06392723555924
100470,11,4+,Lao1,NA
100473,0,0,BB031773,NA
100494,4,4+,Zfand2a,32.8968681403406
100499512,0,0,Mir3475,NA
100499513,0,0,Mir3099,NA
100499514,18,4+,Mir2861,NA
100499517,4,4+,Mir3072,NA
100499519,1,1,Mir3470b,NA
100499521,0,0,Mir3471-1,NA
100499523,0,0,Mir3471-2,NA
100499526,0,0,Mir3472,NA
100499528,0,0,Mir3473a,NA
100499529,3,3,Mir3474,NA
100502590,0,0,Tex50,NA
100502601,3,3,Gm19276,NA
100502602,5,4+,Gm19277,NA
100502619,0,0,AW046200,NA
100502624,0,0,Gm13483,NA
100502630,10,4+,Gm15545,29.017144954332736
100502636,3,3,Gm19299,NA
100502643,0,0,Gm19303,NA
100502653,4,4+,C130060C02Rik,NA
100502695,0,0,Gm17399,NA
100502698,4,4+,Rubcn,48.95030432042014
100502700,0,0,AV039307,NA
100502723,12,4+,Tsga8,NA
100502734,0,0,Gm16023,1.4933273130319182
100502736,0,0,Gm19345,0.9526659496051596
100502742,24,4+,1700007L15Rik,12.996131121929084
100502745,1,1,2900009J06Rik,22.754924163641448
100502764,0,0,Gm16617,NA
100502766,0,0,Kifc1,126.40625618559002
100502803,0,0,Krtap2-20,NA
100502819,0,0,BC065403,NA
100502820,0,0,Gm19395,NA
100502825,23,4+,Rpl37rt,NA
100502829,10,4+,Gm9899,NA
100502831,6,4+,Krtap10-33,NA
100502834,0,0,Gm15972,NA
100502841,2,2,Epg5,31.55688397932613
100502842,1,1,Gm14718,NA
100502846,0,0,Gm19410,NA
100502861,0,0,Ccdc13,1.6110030923935434
100502865,0,0,Krtap4-27,NA
100502868,0,0,Gm20597,NA
100502876,0,0,Kcnmb3,NA
100502887,4,4+,Or2t49,NA
100502888,0,0,Gm19434,1.109032834632608
100502896,0,0,Msantd5f3,NA
100502917,0,0,Gm12130,NA
100502920,0,0,Gm16998,NA
100502921,7,4+,Krtap12-21,NA
100502924,2,2,Gm38423,NA
100502932,0,0,Gm13544,NA
100502933,11,4+,Gm19461,NA
100502936,0,0,Ube2q2l,NA
100502940,0,0,Pou2af3,NA
100502942,0,0,Gm4814,NA
100502945,0,0,Gm19466,NA
100502946,6,4+,Gm16796,NA
100502950,0,0,Gm3336,10.315225291409584
100502953,0,0,Krtap12-20,NA
100502967,0,0,Speer4c1,NA
100502982,1,1,BC037704,5.886309159008811
100502985,13,4+,Gm10814,NA
100503003,8,4+,Gm17484,2.347973853843834
100503007,0,0,Gm19500,1.2855849132425043
100503019,0,0,Gm16551,NA
100503021,0,0,Gm19510,1.371295024659093
100503033,0,0,Gm19519,NA
100503036,0,0,Ccdc179,NA
100503040,0,0,Gm19522,NA
100503041,0,0,Pdzd7,13.831421893662135
100503043,0,0,Armcx4,266.1484404014876
100503044,0,0,A730020M07Rik,NA
100503068,1,1,Smim43,NA
100503072,0,0,Gm16291,NA
100503074,0,0,2610016A17Rik,NA
100503085,0,0,Klhl3,4.3396281489575035
100503104,0,0,Gm19557,NA
100503106,0,0,Gm13944,NA
100503117,7,4+,2010010A06Rik,NA
100503120,0,0,A930006K02Rik,1.278367980104277
100503142,0,0,B230303A05Rik,NA
100503147,0,0,Gm13293,NA
100503157,0,0,Gm15471,NA
100503166,17,4+,1700048M11Rik,NA
100503167,1,1,Gm13752,NA
100503175,0,0,Gm19582,NA
100503178,1,1,2810013P06Rik,128.78049615909435
100503184,0,0,Gm19583,0.9584497758299182
100503185,12,4+,Btbd8,43.65408608767677
100503190,10,4+,Gm19585,NA
100503197,0,0,Gm19589,NA
100503199,4,4+,5430416N02Rik,194.9306974775883
100503240,0,0,Trpc5os,2.3827873092320244
100503248,26,4+,Gm15179,NA
100503265,0,0,Gm19619,NA
100503272,22,4+,Gm11423,7.373689858408004
100503280,0,0,Gm38425,NA
100503307,11,4+,Gm15408,NA
100503311,0,0,Cimap3,NA
100503337,0,0,Gm9895,1.7099935266115485
100503355,0,0,Zfp648,NA
100503361,0,0,Tmem95,5.6901366680913466
100503378,0,0,Gm15638,NA
100503380,4,4+,Snhg4,618.0503232503314
100503386,8,4+,Tpbgl,NA
100503388,0,0,Krtap10-34,NA
100503392,21,4+,4833438C02Rik,3.925633523250786
100503393,0,0,Gm14827,2.3390495406221583
100503427,0,0,Gm10390,NA
100503434,0,0,Gm19689,NA
100503460,0,0,Gm19705,92.31816838832388
100503468,9,4+,Gm14023,6.525479249517206
100503469,0,0,Gm19710,0.9043353912267522
100503471,24,4+,Gm15867,NA
100503474,0,0,Platr22,66.58023409926182
100503481,0,0,4930453H23Rik,4.019080916497508
100503486,0,0,Or8g22,NA
100503495,25,4+,A930016O22Rik,2.1920470501056304
100503496,0,0,Gm45916,NA
100503498,0,0,Gm16675,1.1874327618433418
100503518,7,4+,Gm11827,NA
100503530,0,0,Gm11351,NA
100503536,0,0,Gm19757,NA
100503538,0,0,Gm15941,NA
100503545,1,1,Nuggc,9.44750826687788
100503549,0,0,Speer4e2,NA
100503565,0,0,Gm9926,0.9477879897206332
100503572,0,0,Bbip1,114.77501136805908
100503580,0,0,Gm19782,NA
100503582,0,0,Gm19784,26.827594529677476
100503583,8,4+,Fsbp,9.17846512407149
100503584,0,0,Zfp534,371.971087655327
100503592,0,0,A330076C08Rik,NA
100503595,7,4+,Gm13003,0.8410495024848686
100503609,0,0,Lnp1,NA
100503613,0,0,5031434C07Rik,NA
100503619,0,0,E330011O21Rik,0.7966704311612964
100503622,0,0,Gm16630,0.5812107618727711
100503636,24,4+,1700123M08Rik,3.399917553153714
100503652,0,0,Gm16845,8.078876308690376
100503659,18,4+,Cbarp,222.45938218565385
100503670,0,0,Rpl5,31529.173139806106
100503676,21,4+,Gm38426,NA
100503704,19,4+,Gm16861,7.831767434885632
100503710,14,4+,Gng14,NA
100503727,1,1,1700011B04Rik,1.3187932954736838
100503759,0,0,Gm5084,NA
100503783,0,0,Gm17733,NA
100503794,0,0,Gm9920,2.1342634216340364
100503810,6,4+,Gm13056,2.520542844747843
100503816,0,0,Gm16548,NA
100503823,1,1,Gm16973,48.91264662262176
100503830,27,4+,Gm11762,NA
100503842,5,4+,2410022M11Rik,4.593815644387442
100503849,0,0,Sp3os,14.040552837924825
100503859,0,0,1110015O18Rik,NA
100503868,0,0,Gm19935,1.4217204625959092
100503869,0,0,Mkln1os,NA
100503872,6,4+,Hotair,NA
100503879,2,2,Gm5901,NA
100503882,0,0,Gm17308,NA
100503884,0,0,Ccdc149,0.6608997626770802
100503890,5,4+,Pet100,200.32415836643267
100503895,19,4+,Tpsab1,NA
100503915,5,4+,Smpd5,3.689167838696298
100503924,22,4+,Fcor,18.649319312241463
100503949,0,0,Zfp965,NA
100503961,0,0,Gm19990,NA
100503962,0,0,Gm16701,NA
100503964,0,0,Gm17266,NA
100503965,3,3,Gm12167,NA
100503969,8,4+,1810008I18Rik,NA
100503970,0,0,AY761185,NA
100503991,16,4+,Acp4,2.0951822454626323
100503992,0,0,Gm6040,NA
100504007,0,0,Gm15787,NA
100504014,0,0,Gm15056,NA
100504026,0,0,Altre,NA
100504029,0,0,Gm16740,3.413907391293486
100504039,0,0,Gm53064,NA
100504049,7,4+,Gm15559,1.0727286923650026
100504056,0,0,Gm20036,NA
100504069,1,1,Gm15915,1.37794417108382
100504101,0,0,Gm20063,NA
100504104,1,1,Gm16062,3.4227231483006766
100504112,0,0,Ccer2,NA
100504116,11,4+,Brd3os,5.157952145908899
100504121,3,3,Med9os,NA
100504145,6,4+,Platr30,7.795199076918818
100504154,0,0,Gm15050,7.509293883941463
100504156,0,0,Fam181a,NA
100504162,1,1,Prss51,NA
100504164,14,4+,Cmtm1,NA
100504166,20,4+,4933421O10Rik,2.720016205389678
100504169,0,0,Gm20098,NA
100504178,0,0,Dhrs13os,4.359049136776882
100504183,0,0,Krtap16-1,NA
100504184,1,1,Gm16336,NA
100504191,4,4+,Gm16576,NA
100504202,0,0,Gm20110,NA
100504207,0,0,Arhgap33os,NA
100504221,2,2,Efcab8,4.1340579401608775
100504231,0,0,Gm15708,1.3599201996159562
100504232,0,0,Mptx2,NA
100504234,0,0,Ccdc170,1.0269493207566749
100504235,0,0,Gm20125,NA
100504249,0,0,Gm15350,NA
100504255,0,0,Gm12159,NA
100504262,0,0,A730020E08Rik,1.3102417605966838
100504263,0,0,2210418O10Rik,NA
100504265,0,0,Gm20139,NA
100504267,11,4+,Trp53cor1,2.586445269523124
100504268,0,0,2310005A03Rik,NA
100504285,0,0,Abhd12b,NA
100504309,28,4+,Smim27,56.879855977779414
100504312,5,4+,Gm17597,NA
100504323,0,0,Gm20172,NA
100504333,0,0,Gm16712,1.6466868694755226
100504347,6,4+,Gm20187,NA
100504350,0,0,Gm14169,NA
100504360,0,0,D730003I15Rik,3.023373170020997
100504375,0,0,Gm15880,NA
100504399,0,0,C130021I20Rik,0.540136747600841
100504400,0,0,Cypt14-ps,NA
100504404,2,2,H2-Ea,NA
100504412,0,0,Kcnmb4os2,1.7782256498571491
100504421,2,2,2900076A07Rik,16.628870416242687
100504425,0,0,Tincr,NA
100504429,0,0,Spin2d,NA
100504446,22,4+,Prr22,NA
100504464,0,0,E230016K23Rik,4.2581029920141225
100504467,0,0,Gm16596,NA
100504474,0,0,Smlr1,NA
100504477,0,0,Gm16677,NA
100504491,0,0,Dcdc2b,NA
100504501,0,0,Gm20257,NA
100504518,0,0,3425401B19Rik,NA
100504525,0,0,Gm20268,NA
100504549,3,3,AI463170,NA
100504561,0,0,9230112J17Rik,NA
100504568,0,0,Gm17634,NA
100504586,7,4+,Gm20300,24.762317378410753
100504591,0,0,Gm15987,NA
100504594,0,0,A630012P03Rik,NA
100504608,0,0,Eef1akmt3,6.779497598176343
100504616,0,0,Gm15910,4.348674934241999
100504626,2,2,Gm16364,NA
100504628,0,0,Gm20319,NA
100504637,0,0,Gm20324,54.30920783091785
100504641,0,0,1700101I11Rik,NA
100504661,0,0,Gm20337,7.144170351170041
100504663,1,1,Atg14,230.35777008454912
100504687,0,0,2810029C07Rik,1.0084522942323677
100504689,0,0,Plscr5,NA
100504692,0,0,Gm20356,NA
100504701,0,0,Gm20362,1.885964891358423
100504703,4,4+,A730063M14Rik,7.368431560025011
100504710,4,4+,Nat8f6,NA
100504714,0,0,Gm16793,NA
100504715,0,0,Tmppe,5.743223128905308
100504717,0,0,Gm12709,NA
100504720,0,0,2310002F09Rik,31.142858441302693
100504728,0,0,Gm13985,NA
100504733,0,0,A730018C14Rik,NA
100504740,0,0,Gm20383,NA
100505025,4,4+,4930429H19Rik,NA
100505096,0,0,Defa33,NA
100505386,0,0,Iqschfp,NA
100515,0,0,Zfp518b,291.329714172158
100526460,0,0,Mir1264,NA
100526461,0,0,Mir1249,NA
100526462,0,0,Mir1298,NA
100526463,0,0,Mir3058,NA
100526464,0,0,Mir3106,NA
100526465,10,4+,Mir3057,NA
100526466,3,3,Mir3060,NA
100526467,0,0,Mir3061,NA
100526468,0,0,Mir3063,NA
100526469,0,0,Mir3064,NA
100526470,0,0,Mir3066,NA
100526471,16,4+,Mir3069,NA
100526472,0,0,Mir3070a,NA
100526473,0,0,Mir3071,NA
100526474,3,3,Mir3074-1,NA
100526475,2,2,Mir3076,NA
100526476,3,3,Mir3077,NA
100526477,5,4+,Mir3080,NA
100526478,0,0,Mir3081,NA
100526479,19,4+,Mir3082,NA
100526480,1,1,Mir3086,NA
100526481,0,0,Mir466m,NA
100526486,0,0,Mir466b-4,NA
100526498,2,2,Mir3088,NA
100526499,0,0,Mir3089,NA
100526500,0,0,Mir3090,NA
100526501,0,0,Mir3094,NA
100526502,4,4+,Mir3095,NA
100526504,15,4+,Mir3100,NA
100526505,14,4+,Mir3101,NA
100526506,0,0,Mir344c,NA
100526507,0,0,Mir344g,NA
100526508,0,0,Mir3102,NA
100526509,7,4+,Mir3104,NA
100526510,6,4+,Mir3107,NA
100526511,0,0,Mir3108,NA
100526512,0,0,Mir3110,NA
100526513,0,0,Mir374c,NA
100526514,0,0,Mir3112,NA
100526515,0,0,Mir1247,NA
100526516,0,0,Mir3059,NA
100526517,0,0,Mir1251,NA
100526518,6,4+,Mir3065,NA
100526519,0,0,Mir3070b,NA
100526520,0,0,Mir3078,NA
100526524,0,0,Mir466n,NA
100526525,7,4+,Mir3092,NA
100526526,6,4+,Mir3098,NA
100526527,0,0,Mir344f,NA
100526528,0,0,Mir3074-2,NA
100526529,0,0,Mir1912,NA
100526530,0,0,Mir1843a,NA
100526531,0,0,Mir344d-2,NA
100526532,0,0,Mir3067,NA
100526533,9,4+,Mir3075,NA
100526534,0,0,Mir3083,NA
100526539,0,0,Mir467a-10,NA
100526540,0,0,Mir3093,NA
100526541,0,0,Mir344e,NA
100526542,0,0,Mir3113,NA
100526543,0,0,Mir344d-3,NA
100526544,0,0,Mir344d-1,NA
100526545,19,4+,Mir3062,NA
100526546,1,1,Mir3068,NA
100526547,20,4+,Mir3073a,NA
100526548,0,0,Mir3079,NA
100526549,10,4+,Mir3085,NA
100526550,0,0,Mir669d-2,NA
100526553,0,0,Mir467a-7,NA
100526554,0,0,Mir467a-9,NA
100526555,11,4+,Mir3087,NA
100526556,0,0,Mir3091,NA
100526557,0,0,Mir3097,NA
100526558,0,0,Mir344b,NA
100526559,5,4+,Mir3103,NA
100526560,0,0,Mir3109,NA
100526561,0,0,Mir466b-8,NA
100526562,4,4+,Mir3105,NA
100529074,0,0,Snora33,NA
100529075,0,0,Snord100,NA
100529076,0,0,Snord42a,NA
100529077,0,0,Snord42b,NA
100529079,0,0,5830418P13Rik,14.706690331544568
100529082,0,0,H2-T27,NA
100532,13,4+,Rell1,242.4487026595973
100532730,17,4+,C230037L18Rik,2.0383867110101215
100534273,0,0,Fer1l5,NA
100534287,0,0,Dchs2,NA
100534633,0,0,Gm15008,NA
100535,19,4+,Oas1d,2.6338438161473348
100554,0,0,Pramel52-ps,NA
100559,0,0,Ugt2b38,NA
100561,0,0,Slc15a4,121.84056467520846
100568458,15,4+,Gm38431,NA
100579137,2,2,Dmrt1i,NA
100579147,0,0,Gm10619,NA
100579151,3,3,Gm16833,NA
100604,0,0,Lrrc8c,113.12239270293566
100608,0,0,Noc4l,477.58414102933193
100609,0,0,Nsun5,104.7841459316926
100616095,36,4+,Snhg18,3.2299400098317146
100628567,0,0,Mir28c,NA
100628568,0,0,Mir3963,NA
100628570,2,2,Mir3965,NA
100628571,4,4+,Mir378b,NA
100628572,3,3,Mir101c,NA
100628573,0,0,Mir3969,NA
100628574,2,2,Mir28b,NA
100628575,3,3,Mir3970,NA
100628576,33,4+,Mir5046,NA
100628577,5,4+,Mir5098,NA
100628578,0,0,Mir5099,NA
100628580,2,2,Mir5103,NA
100628581,2,2,Mir5104,NA
100628582,0,0,Mir3473c,NA
100628583,0,0,Mir5108,NA
100628586,6,4+,Mir5112,NA
100628589,0,0,Mir5118,NA
100628590,0,0,Mir5120,NA
100628591,0,0,Mir466q,NA
100628592,6,4+,Mir3473d,NA
100628593,36,4+,Mir5125,NA
100628594,0,0,Mir3572,NA
100628595,0,0,Mir5126,NA
100628596,0,0,Mir5127,NA
100628597,4,4+,Mir5128,NA
100628598,0,0,Mir5129,NA
100628599,0,0,Mir5130,NA
100628600,1,1,Mir5131,NA
100628601,0,0,Mir5132,NA
100628602,20,4+,Mir5133,NA
100628603,19,4+,Mir5134,NA
100628604,15,4+,Mir5135,NA
100628605,0,0,Mir5136,NA
100628606,18,4+,Mir3960,NA
100628607,0,0,Mir3964,NA
100628608,0,0,Mir3967,NA
100628610,0,0,Mir5101,NA
100628611,9,4+,Mir5107,NA
100628612,0,0,Mir5113,NA
100628613,6,4+,Mir5119,NA
100628614,0,0,Mir5123,NA
100628615,0,0,Mir3962,NA
100628616,0,0,Mir3966,NA
100628618,0,0,Mir5106,NA
100628619,8,4+,Mir5114,NA
100628620,0,0,Mir5122,NA
100628621,0,0,Mir3961,NA
100628622,0,0,Mir1843b,NA
100628623,17,4+,Mir3968,NA
100628624,0,0,Mir3971,NA
100628625,0,0,Mir5100,NA
100628627,0,0,Mir5110,NA
100628628,0,0,Mir5116,NA
100628629,16,4+,Mir5121,NA
100637,11,4+,N4bp2l1,12.76536789238417
100642166,0,0,Gm15446,8.5428419181317
100647,0,0,Upk3b,11.016689695616671
100653389,0,0,Mir155hg,NA
100678,4,4+,Psph,114.7131764173358
100683,0,0,Trrap,223.94564520175595
100689,0,0,Spon2,1.3971896284392569
100702,10,4+,Gbp6,NA
100705,0,0,Acacb,29.524634531743157
100710,0,0,Pds5b,362.7674965447215
100715,0,0,Tent2,245.91688254324956
100727,0,0,Ugt2b34,7.251318098405066
100732,14,4+,Mapre3,125.68447602702442
100737,0,0,Dcun1d4,146.0865019583504
100740,0,0,AI839979,NA
100756,0,0,Usp30,45.92272193284482
100763,0,0,Ube3c,222.45718954491392
100764,4,4+,Rita1,62.966032407224205
100846987,0,0,Gm21054,NA
100855,0,0,Tbc1d14,52.544003382817444
100859931,0,0,Gm20604,NA
100859962,8,4+,Gm21057,NA
100861480,63,4+,Gm25018,NA
100861494,7,4+,Gm22109,NA
100861499,47,4+,Gm25212,NA
100861502,31,4+,Gm23284,NA
100861531,0,0,Rn45s,NA
100861570,0,0,DQ267100,NA
100861571,0,0,DQ267101,NA
100861572,0,0,DQ267102,NA
100861615,0,0,Gm3411,NA
100861668,0,0,Potefam3b,NA
100861753,0,0,Anxa2r1,NA
100861755,0,0,Gm21190,NA
100861794,0,0,Gm21221,NA
100861851,0,0,Gm21269,0.6428816810117441
100861870,0,0,Gm21284,4.918493577577757
100861880,0,0,Alyreffm11,NA
100861908,0,0,Eif1ad19,NA
100861909,0,0,Mup22,NA
100861966,0,0,Btbd35f23,NA
100862015,0,0,Msantd5f4,NA
100862066,0,0,Cfap99,NA
100862177,0,0,Ccl21d,NA
100862203,1,1,Gm6712,1.4902620172525407
100862268,0,0,Gm16958,NA
100862314,0,0,Spin2j,NA
100862329,0,0,Btbd35f21,NA
100862359,0,0,Speer4a3,NA
100862375,0,0,Entpd4b,NA
100873092,0,0,Gm15679,NA
100873094,7,4+,Rubie,NA
100885823,0,0,Mir3544,NA
100885824,0,0,Mir299b,NA
100885825,11,4+,Mir5615-1,NA
100885826,12,4+,Mir5615-2,NA
100885827,0,0,Mir1231,NA
100885828,17,4+,Mir5616,NA
100885829,0,0,Mir5617,NA
100885830,3,3,Mir5618,NA
100885831,4,4+,Mir5619,NA
100885832,0,0,Mir5620,NA
100885833,11,4+,Mir5621,NA
100885834,1,1,Mir5622,NA
100885835,4,4+,Mir5623,NA
100885836,20,4+,Mir3073b,NA
100885837,0,0,Mir5624,NA
100885838,0,0,Mir5625,NA
100885839,0,0,Mir5626,NA
100885840,0,0,Mir344h-1,NA
100885842,0,0,Mir5627,NA
100885843,2,2,Mir344i,NA
100885844,0,0,Mir5709,NA
100885845,10,4+,Mir5710,NA
100900,0,0,Hscb,59.30993134850056
100910,13,4+,Chpf2,23.9740629661398
100929,0,0,Tyw1,186.18842750080896
100952,0,0,Emilin1,11.078287707005693
100972,0,0,Rab28,86.31724030514334
100978,0,0,Nfxl1,133.55127233056248
100986,0,0,Akap9,128.43835985828426
101023,0,0,Zfp513,294.0600207009916
101055671,10,4+,Lipo2,14.332696776828056
101055731,0,0,Gm29719,NA
101055749,0,0,Gm14773,NA
101055769,0,0,Gm12596,NA
101055843,1,1,Gm12551,NA
101055864,0,0,Gm4513,NA
101055907,0,0,Gm15246,NA
101055983,0,0,Gm14569,NA
101056073,0,0,Zfp990,677.8502532607916
101056084,0,0,Cirop,NA
101056136,0,0,Gm17026,NA
101056138,3,3,Gm20619,NA
101056149,1,1,Gm15908,NA
101056236,4,4+,Gm29805,NA
101056408,0,0,Gm15816,NA
101095,0,0,Zfp282,57.1665834913604
101100,16,4+,Ttll3,12.31089203155365
101113,4,4+,Snx21,10.573173567068352
101118,16,4+,Tmem168,86.51698464460053
101122,21,4+,Rpusd3,61.782341947114375
101142,2,2,Itfg2,185.87071219422072
101148,26,4+,Samtor,NA
101185,6,4+,Pot1a,222.7787857343719
101187,1,1,Parp11,40.024456677975245
101197,15,4+,Zfp956,21.801807708883135
101202,9,4+,Hepacam2,NA
101202683,0,0,Dreh,NA
101202684,2,2,Uchl1os,NA
101206,18,4+,Tada3,344.230254001025
101214,6,4+,Tra2a,698.1459413008412
101240,0,0,Wdr91,28.019173608194745
101243624,0,0,Gm29811,NA
101314,0,0,Brk1,842.5906166899356
101320,0,0,Dyrk4,1.9239907746455236
101351,0,0,Eogt,180.80649748981077
101358,0,0,Fbxl14,233.0550348036691
101359,31,4+,Prrt4,4.072768241420146
101401,0,0,Adamts9,90.99636518000256
101434,4,4+,Ceacam15,NA
101437,0,0,Dhx32,1259.9247024943895
101471,5,4+,Phrf1,196.27925993766348
101476,0,0,Plekha1,618.0789156642451
101488,0,0,Slco2b1,0.5439210934712065
101488143,0,0,Hbb-bt,NA
101488212,3,3,Evi2,NA
101489,24,4+,Ric8a,176.9413116313961
101490,0,0,Inpp5f,161.53481801357256
101497,8,4+,Plekhg2,170.39164518308036
101502,4,4+,Hsd3b7,38.70406536904438
101513,6,4+,Mob2,56.94059971906045
101521,0,0,AI314278,NA
101533,0,0,Klk9,1.9412407912501937
101540,0,0,Prkd2,27.695979408531663
101543,13,4+,Wtip,320.52385746568666
101544,2,2,Zfp575,26.550852560995843
101565,0,0,Ccp110,150.38510850812844
101568,15,4+,Vrk3,97.78967987090267
101592,0,0,Efl1,106.78882100241805
101602,1,1,AI467606,115.1832066587708
101604,0,0,Zfp764l1,NA
101612,6,4+,Grwd1,171.05095570842246
101613,15,4+,Nlrp6,4.184511993834194
101631,0,0,Pwwp2b,192.1535298547285
101669761,0,0,Gm15694,NA
101685,0,0,Spty2d1,111.99040908612604
101694,3,3,Mir9-3hg,4.395631031918279
101700,0,0,Trim68,18.266115649736385
101706,0,0,Numa1,262.79317766905666
101739,24,4+,Psip1,1614.4351513519991
101744,3,3,Acp7,2.8622757164487744
101772,7,4+,Ano1,3.0585133835126053
101786,0,0,A730082K24Rik,NA
101809,20,4+,Spred3,63.128354719094546
101831,4,4+,Faap24,116.86280027768572
101835,0,0,AW146154,40.52399866512528
101861,0,0,Ints4,260.3253896479391
101867,0,0,Rrp8,266.99455506961766
101869,0,0,Unc45a,40.557768609699224
101883,1,1,Igflr1,3.9757644522050346
101943,8,4+,Sf3b3,4178.554906134019
101966,0,0,D8Ertd738e,689.9558961058349
101985,0,0,Usb1,172.97224394955603
101994,0,0,Champ1,371.27216498401134
102022,0,0,Ces2a,NA
102032,1,1,Smim19,161.03653934551767
102058,0,0,Exoc8,144.14291540617018
102060,18,4+,Gadd45gip1,145.02396037895306
102075,0,0,Plekhg4,16.893770499119547
102093,1,1,Phkb,67.35054271127578
102098,0,0,Arhgef18,260.78084301249334
102103,0,0,Mtus1,121.12966955577338
102115,25,4+,Dohh,204.13451287524347
102122,6,4+,Psme3ip1,NA
102124,13,4+,Enkd1,110.38577490862676
102132,0,0,E230013L22Rik,NA
102141,0,0,Snx25,20.690066050958094
102162,4,4+,Taf5l,699.799575100698
102182,0,0,Prmt9,131.26938788118008
102193,0,0,Zdhhc7,73.25986531733751
102209,4,4+,Snapc2,52.45402287586965
102216272,0,0,Ak6,241.9259236048048
102238433,11,4+,Gm28042,NA
102247,0,0,Gpat4,550.723779032861
102278,5,4+,Cpne7,2.3759847956735554
102294,0,0,Cyp4v3,6.703666197494523
102308570,0,0,Lbhd1,213.707685122831
102323,0,0,Dcun1d2,40.25650027466968
102334,0,0,Ankrd10,279.1292128971438
102339,8,4+,Cog4,88.67154382828565
102371,0,0,Myzap,6.504132238069961
102414,0,0,Clk3,77.74406470068742
102423,0,0,Hinfp,135.4357197599387
102436,0,0,Lars2,123.46094991391986
102442,15,4+,Dennd4a,53.19312645498967
102443350,17,4+,Xndc1,89.57290526009375
102443351,17,4+,Xntrpc,NA
102448,0,0,Xylb,32.08741132520904
102462,1,1,Imp3,261.6306841865398
102465114,0,0,Mir3084-2,NA
102465148,0,0,Mir6239,NA
102465149,0,0,Mir6241,NA
102465150,0,0,Mir6244,NA
